Trait	Total Observed scale h2	h2_se	Lambda GC	Mean Chi^2	Intercept	int_se	Ratio	Z_h2
NEALE2_20003_1140860834.results	0.0015	0.0013	1.0165	1.022	1.0114	0.006	 0.5162 (0.2718)	1.153846154
NEALE2_20003_1140861924.results	0.0015	0.0013	1.0195	1.0093	0.9984	0.0062		1.153846154
NEALE2_20003_1140862086.results	0.0015	0.0013	1.0165	1.0105	0.9995	0.007		1.153846154
NEALE2_20003_1140871462.results	0.0015	0.0013	1.0075	1.0071	0.996	0.0069		1.153846154
NEALE2_20003_1140873480.results	0.0015	0.0013	1.0105	1.0112	1.0004	0.0069	 0.0335 (0.6116)	1.153846154
NEALE2_20003_1140888688.results	0.0015	0.0013	1.0165	1.0135	1.0024	0.0065	 0.1747 (0.4815)	1.153846154
NEALE2_20003_1140909368.results	0.0015	0.0013	1.0075	1.007	0.9964	0.0064		1.153846154
SAIGE_079_1.results	0.0015	0.0013	0.9986	0.9999	0.9868	0.0073	 NA (mean chi^2 < 1)	1.153846154
SAIGE_303_3.results	0.0015	0.0013	0.9986	1.0059	0.995	0.0068		1.153846154
SAIGE_526_5.results	0.0015	0.0013	1.0046	0.9989	0.9864	0.0072	 NA (mean chi^2 < 1)	1.153846154
NEALE2_20553_3.results	0.0045	0.0039	1.0046	1.0025	0.992	0.0067		1.153846154
GCST90060214.results	0.0626	0.0543	0.9986	1.0207	1.0079	0.0093	 0.3835 (0.4479)	1.152854512
FINNGEN_R6_E4_ACIDOSIS.results	0.0023	0.002	1.0105	1.006	0.9952	0.0065		1.15
FINNGEN_R6_H7_EPIPHORA.results	0.0023	0.002	0.9986	1.0076	0.9966	0.0069		1.15
FINNGEN_R6_I9_VASCDEM.results	0.0023	0.002	1.0135	1.0199	1.0083	0.0082	 0.4159 (0.4125)	1.15
FINNGEN_R6_N14_OTHBLADD.results	0.0023	0.002	1.0105	1.01	0.9989	0.0071		1.15
FINNGEN_R6_VWXY20_SEQUEL_EXTER_CAUSES_MORBIDI_MORTA.results	0.0023	0.002	1.0105	1.0041	0.9916	0.0077		1.15
NEALE2_20554_5.results	0.0046	0.004	1.0046	1.0075	0.997	0.0067		1.15
FINNGEN_R6_POLYCYTVERA.results	0.0031	0.0027	1.0225	1.0261	1.0099	0.0077	 0.381 (0.2942)	1.148148148
NEALE2_100190.results	0.0109	0.0095	1.0195	1.017	1.0061	0.0065	 0.3609 (0.3858)	1.147368421
FINNGEN_R6_KRA_PSY_PUERPER_EXMORE.results	0.0047	0.0041	1.0105	1.0041	0.9936	0.0075		1.146341463
GCST90019400.results	0.5483	0.4786	1.0285	1.1192	1.0074	0.0066	 0.0617 (0.0552)	1.145633097
GCST90011560.results	0.0746	0.0652	1.0135	1.0127	0.999	0.0072		1.144171779
GCST90026218.results	1.8631	1.6285	1.0285	1.0174	1.0063	0.0068	 0.363 (0.3927)	1.14405895
FINNGEN_R6_M13_MUSCLESTRAIN.results	0.0024	0.0021	1.0135	1.0099	1.0008	0.007	 0.0841 (0.7012)	1.142857143
FINNGEN_R6_T1D_WIDE2.results	0.0024	0.0021	0.9986	1.0005	0.9903	0.0066		1.142857143
GCST90011582.results	0.0571	0.0501	1.0075	1.0019	0.9914	0.0063		1.139720559
GCST90011644.results	0.0571	0.0501	1.0075	1.0019	0.9914	0.0063		1.139720559
GCST90060450.results	0.0596	0.0523	0.9986	1.0281	1.0158	0.0093	 0.5629 (0.3313)	1.13957935
FINNGEN_R6_C3_CORPUS_UTERI_EXALLC.results	0.0041	0.0036	1.0135	1.0143	1.0048	0.006	 0.3337 (0.4215)	1.138888889
FINNGEN_R6_C3_SECONDARY_WITHOUT_SITESPEC_EXALLC.results	0.0033	0.0029	1.0135	1.0011	0.9872	0.0075		1.137931034
GCST90060321.results	0.1628	0.1432	0.9986	1.0283	0.994	0.0247		1.136871508
FINNGEN_R6_D3_BLOODNAS.results	0.0025	0.0022	1.0046	1.0107	0.9976	0.0067		1.136363636
FINNGEN_R6_E4_GOITREDIFF.results	0.0025	0.0022	1.0195	1.0168	1.0059	0.007	 0.3512 (0.4154)	1.136363636
NEALE2_104910.results	0.0101	0.0089	1.0105	1.0081	0.9977	0.0065		1.134831461
NEALE2_20003_1141166294.results	0.0017	0.0015	1.0075	1.0039	0.9909	0.0073		1.133333333
NEALE2_102280.results	0.0094	0.0083	1.0016	1	0.9902	0.0059	 NA (mean chi^2 < 1)	1.13253012
FINNGEN_R6_E4_LACTONAS.results	0.006	0.0053	0.9986	1.0312	1.0003	0.0068	 0.0105 (0.2184)	1.132075472
GCST90011614.results	0.0534	0.0472	1.0135	1.0105	1.0007	0.0068	 0.0678 (0.6471)	1.131355932
FINNGEN_R6_AB1_HELMINTIASES.results	0.0026	0.0023	1.0105	1.0086	0.9948	0.0075		1.130434783
FINNGEN_R6_M13_SOFTOVERUSE.results	0.0026	0.0023	1.0345	1.0294	1.0188	0.0069	 0.6409 (0.2361)	1.130434783
GCST90060190.results	0.4277	0.3784	0.9986	1.0952	1.0106	0.011	 0.1116 (0.1152)	1.130285412
FINNGEN_R6_CD2_INSITU_SKIN_SCALPNECK_EXALLC.results	0.0027	0.0024	1.0046	1.0002	0.9889	0.0072		1.125
FINNGEN_R6_J10_PNEUMOTHORAX.results	0.0018	0.0016	1.0135	1.0137	1.0051	0.0068	 0.3699 (0.4954)	1.125
GCST90026182.results	1.8284	1.6262	1.0255	1.0324	1.0217	0.007	 0.6696 (0.2164)	1.12433895
NEALE2_102830.results	0.0091	0.0081	0.9986	1.0011	0.9918	0.0059		1.12345679
FINNGEN_R6_JUVEN_ARTHR.results	0.0028	0.0025	1.0195	1.0161	1.0049	0.0072	 0.3058 (0.4447)	1.12
GCST90019469.results	0.5908	0.5286	1.0225	1.2147	0.9997	0.0075		1.117669315
FINNGEN_R6_CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC.results	0.0019	0.0017	1.0225	1.0268	1.0166	0.0065	 0.6189 (0.2427)	1.117647059
FINNGEN_R6_KRA_PSY_SLEEP_NONORG.results	0.0019	0.0017	1.0105	1.0096	0.9999	0.0071		1.117647059
NEALE2_20467.results	0.0851	0.0762	1.0075	1.0063	0.9964	0.0064		1.1167979
GCST90011670.results	0.0566	0.0507	1.0046	1.011	1.0007	0.0071	 0.0595 (0.6433)	1.116370809
FINNGEN_R6_CD2_INSITU_BREAST.results	0.0039	0.0035	1.0105	1.0145	1.0028	0.007	 0.1923 (0.4787)	1.114285714
GCST90060151.results	0.1588	0.1426	0.9986	1.0498	1.0164	0.01	 0.3299 (0.2003)	1.113604488
GCST90012025.results	0.205	0.1842	1.0075	1.0762	0.9958	0.0059		1.112920738
FINNGEN_R6_CD2_BENIGN_MELANOCYTIC_EYELID.results	0.002	0.0018	1.0135	1.0062	0.9957	0.0072		1.111111111
FINNGEN_R6_D3_OTHERANAEMIA.results	0.002	0.0018	1.0285	1.0239	1.0135	0.007	 0.5632 (0.2914)	1.111111111
FINNGEN_R6_FIBROLIV.results	0.002	0.0018	0.978	0.9658	0.9552	0.0078	 NA (mean chi^2 < 1)	1.111111111
FINNGEN_R6_G6_HCNP.results	0.002	0.0018	1.0285	1.0161	1.0056	0.0066	 0.3439 (0.4092)	1.111111111
FINNGEN_R6_H7_ASTIGMATISM.results	0.002	0.0018	1.0195	1.0099	0.9999	0.0068		1.111111111
FINNGEN_R6_L12_OTHERBULL.results	0.002	0.0018	0.978	0.9775	0.9668	0.0072	 NA (mean chi^2 < 1)	1.111111111
FINNGEN_R6_L12_PYOGENGRANUL.results	0.002	0.0018	1.0046	1.0034	0.9934	0.0068		1.111111111
FINNGEN_R6_ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED.results	0.002	0.0018	1.0105	1.0102	1.0007	0.0064	 0.0693 (0.6321)	1.111111111
GCST90038642.results	0.001	0.0009	0.9986	0.9897	0.9803	0.0061	 NA (mean chi^2 < 1)	1.111111111
GCST006360.results	0.5299	0.4772	1.0016	1.0071	0.9962	0.0072		1.110435876
NEALE2_5529.results	0.0192	0.0173	1.0016	1.0047	0.9949	0.0065		1.10982659
GCST90011398.results	0.0516	0.0465	1.0075	1.0035	0.994	0.0064		1.109677419
GCST90026264.results	1.5588	1.4065	1.0527	1.0496	1.0405	0.0068	 0.8165 (0.137)	1.108282972
FINNGEN_R6_CD2_LYMPHOID_LEUKAEMIA.results	0.0021	0.0019	1.0285	1.0223	1.0109	0.0075	 0.4905 (0.3385)	1.105263158
FINNGEN_R6_E4_PITUDISNAS.results	0.0021	0.0019	1.0046	0.9978	0.9869	0.0078	 NA (mean chi^2 < 1)	1.105263158
FINNGEN_R6_VIRALPNEUMONAS.results	0.0021	0.0019	0.9957	1.0037	0.9934	0.0077		1.105263158
GCST90026136.results	1.743	1.5775	1.0315	1.0364	1.0263	0.0063	 0.7215 (0.1738)	1.104912837
NEALE2_84_raw.results	0.0159	0.0144	1.0075	1.0098	1.0003	0.0061	 0.0275 (0.6164)	1.104166667
GCST90010310.results	0.4919	0.4456	0.9927	0.9986	0.9858	0.0078	 NA (mean chi^2 < 1)	1.103904847
GCST90010244.results	0.4122	0.3735	1.0016	1.0082	0.9974	0.0079		1.103614458
GCST90026336.results	2.5778	2.3359	1.0255	1.0345	1.0196	0.0064	 0.567 (0.1862)	1.103557515
FINNGEN_R6_I9_CARDMYOOTH.results	0.0032	0.0029	1.0195	1.0226	1.0106	0.0075	 0.4691 (0.3336)	1.103448276
GCST006802.results	0.0032	0.0029	0.9986	1.0055	0.9979	0.0052		1.103448276
GCST90060411.results	0.1538	0.1395	0.9986	1.0342	1.0036	0.0096	 0.1059 (0.2802)	1.102508961
FINNGEN_R6_AB1_SEXUAL_TRANSMISSION.results	0.0022	0.002	1.0345	1.0301	1.0186	0.0074	 0.618 (0.2464)	1.1
FINNGEN_R6_CD2_BENIGN_BRAIN_CNS_EXALLC.results	0.0022	0.002	1.0225	1.0047	0.9953	0.0062		1.1
FINNGEN_R6_CD2_BENIGN_BRONCHUS_LUNG.results	0.0022	0.002	1.0105	1.003	0.9911	0.0077		1.1
FINNGEN_R6_DEATH.results	0.0022	0.002	1.0527	1.0492	1.0378	0.0077	 0.7694 (0.157)	1.1
NEALE2_20003_1141176570.results	0.0011	0.001	1.0135	1.0058	0.9984	0.0058		1.1
SAIGE_255.results	0.0011	0.001	0.9986	0.9959	0.987	0.0058	 NA (mean chi^2 < 1)	1.1
SAIGE_270_32.results	0.0011	0.001	1.0105	1.002	0.9928	0.0068		1.1
SAIGE_513_8.results	0.0011	0.001	0.9986	0.9922	0.9827	0.0062	 NA (mean chi^2 < 1)	1.1
SAIGE_577.results	0.0011	0.001	1.0135	1.0139	1.0048	0.006	 0.3429 (0.4285)	1.1
SAIGE_594_2.results	0.0011	0.001	1.0135	1.0052	0.9965	0.0054		1.1
GCST90060404.results	0.0477	0.0434	0.9986	1.0011	0.9916	0.0083		1.099078341
GCST90011541.results	0.053	0.0483	1.0075	1.0057	0.9961	0.007		1.097308489
NEALE2_20538.results	0.0137	0.0125	1.0105	1.0113	1.0017	0.0068	 0.1523 (0.5989)	1.096
FINNGEN_R6_E4_THYROIDNASOTH.results	0.0023	0.0021	1.0046	0.9991	0.9885	0.0073	 NA (mean chi^2 < 1)	1.095238095
FINNGEN_R6_K11_HYPOLASIA_ENAMEL.results	0.0023	0.0021	0.9986	1.0071	0.9943	0.0074		1.095238095
FINNGEN_R6_K11_KELACROHN.results	0.0023	0.0021	1.0285	1.0272	1.0154	0.0084	 0.5653 (0.3071)	1.095238095
FINNGEN_R6_L12_SEBORRHOEIC.results	0.0023	0.0021	1.0195	1.0197	1.009	0.0075	 0.4583 (0.3796)	1.095238095
FINNGEN_R6_R18_ENLARGED_LYMPH_NODES.results	0.0023	0.0021	1.0135	1.0191	1.0096	0.0065	 0.5007 (0.3394)	1.095238095
FINNGEN_R6_R18_SENILITY.results	0.0023	0.0021	0.9898	0.9873	0.9777	0.0076	 NA (mean chi^2 < 1)	1.095238095
FINNGEN_R6_CD2_BENIGN_CERVIX_UTERI.results	0.0035	0.0032	0.9898	0.9888	0.9782	0.0073	 NA (mean chi^2 < 1)	1.09375
GCST90011790.results	6.1163	5.6008	1.0436	1.0432	1.0325	0.0069	 0.7527 (0.1608)	1.092040423
GCST004433.results	0.2302	0.2109	1.0135	1.05	1.0121	0.0121	 0.2408 (0.2411)	1.091512565
FINNGEN_R6_CD2_BENIGN_MELANOCYTIC_EYELID_EXALLC.results	0.0024	0.0022	1.0105	1.0049	0.9945	0.0072		1.090909091
FINNGEN_R6_E4_DMNASOTHCOMP.results	0.0024	0.0022	0.9986	1.002	0.9913	0.0076		1.090909091
FINNGEN_R6_H7_LACRIMALORBITINOTH.results	0.0024	0.0022	1.0345	1.0257	1.0138	0.0073	 0.5363 (0.2844)	1.090909091
FINNGEN_R6_K11_IMPACT.results	0.0024	0.0022	1.0046	1.0006	0.9899	0.0081		1.090909091
FINNGEN_R6_N14_BENIGNMAMDYSP.results	0.0036	0.0033	1.0105	1.0173	1.0074	0.0066	 0.4271 (0.3818)	1.090909091
NEALE2_20002_1540.results	0.0012	0.0011	1.0075	1.0041	0.9954	0.0066		1.090909091
NEALE2_20003_1140870956.results	0.0012	0.0011	1.0135	1.0124	1.0038	0.0062	 0.3097 (0.5025)	1.090909091
SAIGE_112.results	0.0012	0.0011	1.0195	1.012	1.0022	0.0061	 0.1844 (0.5033)	1.090909091
SAIGE_189.results	0.0012	0.0011	1.0225	1.0235	1.0142	0.0063	 0.6031 (0.2688)	1.090909091
SAIGE_261_2.results	0.0012	0.0011	1.0135	1.0132	1.0032	0.0061	 0.2402 (0.4639)	1.090909091
SAIGE_281_13.results	0.0012	0.0011	0.9986	0.9981	0.9887	0.0065	 NA (mean chi^2 < 1)	1.090909091
SAIGE_377.results	0.0012	0.0011	1.0046	0.9998	0.9902	0.0063	 NA (mean chi^2 < 1)	1.090909091
SAIGE_379_2.results	0.0012	0.0011	0.9986	1.0088	0.9996	0.0062		1.090909091
SAIGE_579_8.results	0.0012	0.0011	0.9898	0.989	0.9803	0.0061	 NA (mean chi^2 < 1)	1.090909091
SAIGE_741_4.results	0.0012	0.0011	0.9957	0.9895	0.9797	0.0063	 NA (mean chi^2 < 1)	1.090909091
SAIGE_958_1.results	0.0012	0.0011	1.0046	0.9972	0.9864	0.0076	 NA (mean chi^2 < 1)	1.090909091
GCST90010249.results	0.3952	0.3624	1.0075	1.0067	0.9961	0.0076		1.090507726
GCST90026211.results	1.6237	1.49	1.0285	1.0329	1.0232	0.0066	 0.7073 (0.2007)	1.089731544
NEALE2_22166.results	0.0219	0.0201	1.0075	1.004	0.995	0.0062		1.089552239
FINNGEN_R6_M13_FOREIGNBODY.results	0.0025	0.0023	1.0105	1.0072	0.997	0.0069		1.086956522
FINNGEN_R6_R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE.results	0.0025	0.0023	0.9986	0.9987	0.9884	0.0069	 NA (mean chi^2 < 1)	1.086956522
GCST004439.results	0.0653	0.0601	1.0255	1.0306	1.02	0.0088	 0.6537 (0.2886)	1.086522463
GCST90060203.results	0.2132	0.1963	0.9986	1.0664	1.024	0.0099	 0.3617 (0.1484)	1.086092715
GCST90026247.results	1.8436	1.6975	1.0075	1.0152	1.0043	0.0069	 0.285 (0.4526)	1.086067747
GCST90060462.results	0.3197	0.2944	0.9986	1.0672	1.0035	0.0087	 0.0519 (0.1289)	1.0859375
FINNGEN_R6_M13_DORSOPATHYNAS.results	0.0026	0.0024	0.9986	1.0058	0.9958	0.0076		1.083333333
NEALE2_20002_1407.results	0.0013	0.0012	1.0046	1.0034	0.9936	0.0063		1.083333333
NEALE2_20002_1415.results	0.0013	0.0012	0.9986	1.0031	0.9936	0.0064		1.083333333
NEALE2_20003_1140852756.results	0.0013	0.0012	1.0075	1.0034	0.9936	0.0062		1.083333333
NEALE2_20003_1140883664.results	0.0013	0.0012	1.0075	1.0039	0.995	0.0061		1.083333333
NEALE2_20003_1140909482.results	0.0013	0.0012	1.0105	1.0069	0.9973	0.0057		1.083333333
NEALE2_20003_1141179974.results	0.0013	0.0012	1.0016	1.0001	0.9906	0.0066		1.083333333
NEALE2_20003_1141187776.results	0.0013	0.0012	1.0016	1.0039	0.9942	0.0065		1.083333333
NEALE2_3079.results	0.0013	0.0012	1.0135	1.007	0.9976	0.006		1.083333333
SAIGE_198_6.results	0.0013	0.0012	0.9898	0.9874	0.9778	0.0063	 NA (mean chi^2 < 1)	1.083333333
SAIGE_245_21.results	0.0013	0.0012	0.9957	0.994	0.9839	0.0066	 NA (mean chi^2 < 1)	1.083333333
SAIGE_359.results	0.0013	0.0012	0.9986	1.0085	0.9979	0.0069		1.083333333
SAIGE_364_9.results	0.0013	0.0012	0.9986	0.9994	0.9889	0.0069	 NA (mean chi^2 < 1)	1.083333333
SAIGE_379_4.results	0.0013	0.0012	1.0105	0.9999	0.9888	0.0075	 NA (mean chi^2 < 1)	1.083333333
SAIGE_426_4.results	0.0013	0.0012	1.0046	0.9986	0.9886	0.0064	 NA (mean chi^2 < 1)	1.083333333
SAIGE_478.results	0.0013	0.0012	1.0046	1.0067	0.9965	0.0063		1.083333333
SAIGE_580_12.results	0.0013	0.0012	1.0046	1.0023	0.9919	0.0068		1.083333333
SAIGE_701_1.results	0.0013	0.0012	1.0046	0.9997	0.9888	0.0066	 NA (mean chi^2 < 1)	1.083333333
SAIGE_710_19.results	0.0013	0.0012	0.9986	0.9995	0.9905	0.0062	 NA (mean chi^2 < 1)	1.083333333
NEALE2_20544_16.results	0.0039	0.0036	1.0135	1.011	1.002	0.006	 0.1774 (0.5435)	1.083333333
GCST006348.results	0.5723	0.5291	1.0105	1.0053	0.9943	0.0071		1.081648082
GCST90011628.results	0.0694	0.0643	1.0135	1.0122	0.9994	0.0072		1.079315708
NEALE2_22604_1.results	0.0055	0.0051	1.0075	1.0098	1.0017	0.0064	 0.1764 (0.6508)	1.078431373
GCST90013548.results	0.6901	0.6402	0.9957	1.0037	0.9921	0.0095		1.077944392
NEALE2_20001_1055.results	0.0014	0.0013	1.0195	1.0194	1.0095	0.0064	 0.4905 (0.3327)	1.076923077
NEALE2_20002_1114.results	0.0014	0.0013	1.0135	1.0158	1.0058	0.0067	 0.3672 (0.4243)	1.076923077
NEALE2_20002_1158.results	0.0014	0.0013	1.0135	1.012	1.0021	0.0072	 0.1756 (0.595)	1.076923077
NEALE2_20002_1242.results	0.0014	0.0013	1.0046	1.0076	0.9977	0.0061		1.076923077
NEALE2_20002_1451.results	0.0014	0.0013	1.0046	1.0081	0.9979	0.0063		1.076923077
NEALE2_20003_1140866800.results	0.0014	0.0013	1.0165	1.0073	0.9972	0.0062		1.076923077
NEALE2_20003_1140875840.results	0.0014	0.0013	1.0075	1.0055	0.9956	0.007		1.076923077
NEALE2_20003_1140883524.results	0.0014	0.0013	1.0046	1.0058	0.9954	0.0069		1.076923077
NEALE2_20003_1140923348.results	0.0014	0.0013	1.0105	1.0069	0.997	0.0059		1.076923077
NEALE2_20003_1140925978.results	0.0014	0.0013	0.9957	0.9937	0.9831	0.0069	 NA (mean chi^2 < 1)	1.076923077
NEALE2_20003_1141190960.results	0.0014	0.0013	1.0135	1.0098	0.9992	0.007		1.076923077
GCST90060128.results	0.0478	0.0444	0.9986	1.0027	0.9934	0.0086		1.076576577
GCST90012050.results	0.0525	0.0488	1.0105	1.0259	1.0039	0.0063	 0.1516 (0.2433)	1.075819672
GCST90006923.results	0.0529	0.0492	0.9927	1.0029	0.994	0.006		1.075203252
GCST90060253.results	0.0573	0.0533	0.9986	1.014	1.0022	0.0099	 0.1544 (0.7113)	1.075046904
GCST90026329.results	1.503	1.3986	1.0315	1.0301	1.0213	0.0061	 0.7069 (0.2032)	1.074646075
GCST90060526.results	0.4619	0.43	0.9986	1.113	1.0222	0.0095	 0.1969 (0.0842)	1.074186047
GCST90026119.results	1.6724	1.5596	1.0285	1.0349	1.0251	0.0068	 0.7194 (0.1958)	1.072326237
GCST90060099.results	0.0476	0.0444	0.9986	1.0078	0.9982	0.0092		1.072072072
NEALE2_20002_1578.results	0.0015	0.0014	1.0046	1.0024	0.9911	0.0075		1.071428571
NEALE2_20002_1605.results	0.0015	0.0014	1.0046	1.0052	0.9945	0.0072		1.071428571
NEALE2_20002_1623.results	0.0015	0.0014	1.0016	1.0009	0.99	0.007		1.071428571
NEALE2_20003_1140866236.results	0.0015	0.0014	1.0016	1.0091	0.9984	0.0066		1.071428571
SAIGE_709_3.results	0.0015	0.0014	0.9986	0.9915	0.979	0.0073	 NA (mean chi^2 < 1)	1.071428571
GCST90060167.results	0.5593	0.523	0.9986	1.1182	1.0057	0.0093	 0.0478 (0.079)	1.069407266
GCST90026223.results	1.559	1.4586	1.0315	1.0345	1.0253	0.0067	 0.7338 (0.194)	1.068833128
GCST90026235.results	1.7789	1.666	1.0255	1.0312	1.0208	0.0064	 0.6662 (0.2058)	1.067767107
NEALE2_40001_C719.results	0.0495	0.0464	1.0225	1.0189	1.01	0.0059	 0.5294 (0.3122)	1.066810345
GCST90010311.results	0.3801	0.3563	0.9986	0.9965	0.9866	0.0084	 NA (mean chi^2 < 1)	1.066797642
GCST90026035.results	1.7248	1.6189	1.0345	1.0324	1.0222	0.0065	 0.6861 (0.2022)	1.065414788
GCST90060334.results	0.0524	0.0492	0.9986	1.0089	0.9982	0.0096		1.06504065
NEALE2_20468.results	0.005	0.0047	1.0075	1.0132	1.0015	0.0067	 0.1098 (0.5089)	1.063829787
GCST90010211.results	0.3362	0.3164	0.9957	0.9972	0.9884	0.008	 NA (mean chi^2 < 1)	1.062579014
GCST90000453.results	0.4602	0.4331	1.0195	1.0167	1.0079	0.0066	 0.4703 (0.3964)	1.062572154
FINNGEN_R6_F5_DEMNAS.results	0.0017	0.0016	1.0225	1.0177	1.0089	0.0077	 0.5021 (0.4358)	1.0625
GCST90011378.results	0.0539	0.0508	1.0046	1.0049	0.9951	0.0065		1.061023622
GCST90010146.results	0.3529	0.3331	1.0105	1.0008	0.9917	0.0074		1.059441609
FINNGEN_R6_CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9.results	0.0018	0.0017	0.9957	0.9978	0.9886	0.0079	 NA (mean chi^2 < 1)	1.058823529
FINNGEN_R6_G6_SPINAMUSCOTH.results	0.0018	0.0017	1.0135	1.0074	0.998	0.0077		1.058823529
FINNGEN_R6_I9_HYPERTROCARDMYOP.results	0.0018	0.0017	1.0345	1.0291	1.0196	0.0069	 0.6744 (0.2373)	1.058823529
FINNGEN_R6_Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES.results	0.0018	0.0017	1.0135	1.0049	0.9959	0.0067		1.058823529
FINNGEN_R6_ST19_BURNS_CORROSIO_MULTIPLE_UNSPE_BODY_REGIONS.results	0.0018	0.0017	1.0105	0.9998	0.9905	0.0064	 NA (mean chi^2 < 1)	1.058823529
SAIGE_286.results	0.0018	0.0017	1.0195	1.0235	1.0091	0.0055	 0.387 (0.2348)	1.058823529
NEALE2_100710.results	0.009	0.0085	1.0105	1.0135	1.0043	0.0063	 0.3196 (0.4636)	1.058823529
GCST90006927.results	0.1139	0.1076	0.9986	1.0025	0.9938	0.0054		1.058550186
GCST90019398.results	0.3379	0.32	1.0285	1.085	1.02	0.006	 0.2353 (0.0706)	1.0559375
GCST90010209.results	0.3459	0.3276	0.9957	0.9955	0.9863	0.0078	 NA (mean chi^2 < 1)	1.055860806
FINNGEN_R6_AB1_ZOSTER.results	0.0019	0.0018	1.0195	1.0159	1.0061	0.0071	 0.3852 (0.4449)	1.055555556
FINNGEN_R6_F5_ANAPER.results	0.0019	0.0018	1.0105	1.0092	0.9998	0.0073		1.055555556
FINNGEN_R6_F5_MOTOR.results	0.0019	0.0018	1.0105	1.0139	1.0043	0.0074	 0.3093 (0.5341)	1.055555556
FINNGEN_R6_G6_MIGRAINE_NO_AURA_ADVERSE.results	0.0019	0.0018	0.978	0.9733	0.9634	0.007	 NA (mean chi^2 < 1)	1.055555556
FINNGEN_R6_H7_VISFIELDDEF.results	0.0019	0.0018	0.9986	1.0026	0.9929	0.0071		1.055555556
FINNGEN_R6_I9_SAH.results	0.0019	0.0018	1.0195	1.0194	1.0104	0.0074	 0.5375 (0.381)	1.055555556
FINNGEN_R6_I9_VARICVEOES.results	0.0019	0.0018	1.0195	1.0038	0.9954	0.0062		1.055555556
FINNGEN_R6_K11_MN_RERTGN_AND_SURG.results	0.0019	0.0018	1.0135	1.0132	1.0034	0.0072	 0.2607 (0.5456)	1.055555556
FINNGEN_R6_R18_ISOLATED_PROTEINU.results	0.0019	0.0018	1.0046	1.0099	0.9997	0.0069		1.055555556
FINNGEN_R6_VD_MI.results	0.0019	0.0018	1.0225	1.009	0.9994	0.007		1.055555556
NEALE2_20001_99999.results	0.0019	0.0018	1.0075	1.0035	0.9897	0.0078		1.055555556
GCST90060164.results	0.5868	0.5563	0.9986	1.1269	1.011	0.0086	 0.087 (0.0679)	1.054826532
NEALE2_20112_4.results	0.1846	0.1751	1.0046	1.0065	0.9968	0.0065		1.054254712
GCST90019409.results	0.051	0.0484	1.0046	1.0076	0.9966	0.0065		1.053719008
FINNGEN_R6_CD2_MULTIPLE_MYELOMA_PLASMA_CELL.results	0.002	0.0019	1.0046	1.0101	0.9993	0.0064		1.052631579
FINNGEN_R6_D3_ACQHAEMOLYTICANAEMIANAS.results	0.002	0.0019	1.0195	1.0124	1.002	0.0082	 0.1608 (0.6571)	1.052631579
FINNGEN_R6_R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA.results	0.002	0.0019	1.0135	1.0054	0.995	0.0073		1.052631579
NEALE2_41221_1.results	0.0572	0.0544	1.0105	1.0033	0.9943	0.006		1.051470588
NEALE2_20551_1.results	0.0041	0.0039	1.0105	1.0021	0.9925	0.0063		1.051282051
GCST90010315.results	0.3862	0.3676	0.9986	1.0044	0.9943	0.0077		1.050598477
FINNGEN_R6_CD2_BENIGN_BRAIN_INFRATENT.results	0.0021	0.002	1.0046	1.0002	0.9889	0.0077		1.05
FINNGEN_R6_CD2_BENIGN_CERVIX_UTERI_EXALLC.results	0.0042	0.004	0.9898	0.9881	0.9776	0.0073	 NA (mean chi^2 < 1)	1.05
FINNGEN_R6_G6_DIABETNEUR.results	0.0021	0.002	1.0225	1.0247	1.0148	0.0074	 0.6 (0.3)	1.05
FINNGEN_R6_H8_HL_CON_NAS.results	0.0021	0.002	1.0195	1.0135	1.0036	0.0064	 0.2634 (0.4695)	1.05
FINNGEN_R6_K11_CD_STRICT2.results	0.0021	0.002	1.0345	1.0231	1.0124	0.0083	 0.5358 (0.3596)	1.05
FINNGEN_R6_ULCEROTH.results	0.0021	0.002	1.0195	1.0204	1.0097	0.0074	 0.476 (0.3619)	1.05
FINNGEN_R6_Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_EXAM_INVES.results	0.0021	0.002	1.1207	1.129	1.1184	0.0082	 0.9177 (0.0635)	1.05
GCST90060343.results	0.1442	0.1376	0.9986	1.0445	1.0158	0.0087	 0.3562 (0.1967)	1.047965116
FINNGEN_R6_CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9_EXALLC.results	0.0022	0.0021	0.9957	0.9984	0.9893	0.008	 NA (mean chi^2 < 1)	1.047619048
GCST90060449.results	0.0547	0.0524	0.9986	1.0274	1.0162	0.0093	 0.5884 (0.3384)	1.04389313
FINNGEN_R6_K11_CHOLANGI.results	0.0024	0.0023	1.0046	1.008	0.997	0.0081		1.043478261
GCST90093336.results	0.1925	0.1845	1.0225	1.0166	1.0057	0.0071	 0.3448 (0.431)	1.043360434
GCST90011503.results	0.0546	0.0524	1.0195	1.0207	1.0108	0.0068	 0.5195 (0.326)	1.041984733
